full_name,role,user_id,department,location,status,hire_date,termination_date,username,hostname,device_id,manager_username,device_id_conflict,device_user_count
Qushi Sandhu,Executive,EMP12059,IT,Remote,Inactive,2022-06-13 12:22:00,2026-07-11 18:58:56,qushi.sandhu96,VDR-12059,,manager323,False,0
Vedant Kumer,Trainee,EMP10647,Finance,Warehouse,Inactive,2020-10-07 04:16:59,2026-08-26 06:28:00,vedant.kumer4,VDR-10647,DEV36467,manager828,False,1
Warjas Barman,Officer,EMP12975,Sales,Head Office,Active,2020-11-22 22:14:53,,warjas.barman48,VDR-12975,DEV64598,manager901,False,1
Warda Dey,Consultant,EMP12051,R&D,Warehouse,Active,2025-05-18 02:11:00,,warda.dey18,WS-12051,,manager702,False,0
Girik Shere,Analyst,EMP12382,People,Remote,Active,2024-12-05 06:35:35,,girik.shere27,LPT-12382,DEV96938,manager859,False,1
Warhi Dugar,Engineer,EMP11743,Legal,Warehouse,Active,2020-11-26 15:44:40,,,WS-11743,DEV63477,manager759,False,1
Meghana Grewal,Administrator,EMP12683,Legal,Data Center,Active,2025-04-12 19:00:38,,meghana.grewal81,LPT-12683,DEV28594,manager559,False,1
Aadi Sharma,Executive,EMP11453,Sales,,Active,2023-09-14 17:49:00,,aadi.sharma83,LPT-11453,,manager493,False,0
Chaaya Mody,Manager,EMP12519,Marketing,Work From Home,Active,2020-04-18 14:56:58,,chaaya.mody33,VDR-12519,DEV99516,,False,1
Udyati Basu,Specialist,EMP10620,Operations,Work From Home,Active,2020-05-19 10:18:45,,udyati.basu22,WS-10620,DEV91681,,False,1
Yuvraj Talwar,Engineer,EMP12682,Operations,Regional Office,Inactive,2022-05-01 12:06:00,2023-08-14 02:16:20,yuvraj.talwar62,WS-12682,DEV26791,manager620,False,1
Zashil Menon,Executive,EMP11407,Finance,Warehouse,Active,2023-07-17 09:47:00,,zashil.menon96,VDR-11407,DEV72111,manager581,False,1
Rudra Gokhale,Specialist,EMP11977,IT,Work From Home,Active,2024-10-19 17:19:14,,rudra.gokhale89,LPT-11977,DEV76505,manager166,False,1
Neel Soman,Director,EMP11105,Operations,Data Center,Active,2022-04-19 05:59:00,,neel.soman20,LPT-11105,,manager212,False,0
Hemangini Sathe,Specialist,EMP11618,IT,Head Office,Disabled,2022-08-26 07:27:09,,,VDR-11618,DEV25765,manager799,True,3
Hemangini Goda,Trainee,EMP11580,Sales,Work From Home,Active,2025-06-05 09:11:42,,hemangini.goda47,VDR-11580,DEV66685,manager888,False,1
Bhavani Khare,Consultant,EMP12321,IT,Work From Home,Inactive,2020-07-14 08:48:00,,bhavani.khare8,LPT-12321,DEV67583,manager631,False,1
Neha Pal,Officer,EMP12746,R&D,Head Office,Active,2020-01-18 08:06:13,,neha.pal10,,DEV71797,manager485,False,1
Warinder Pai,Director,EMP12320,Legal,Regional Office,Active,,,warinder.pai74,WS-12320,DEV63311,manager385,False,1
Rayaan Kari,Director,EMP10279,Operations,,On Leave,2021-12-02 00:00:00,,rayaan.kari11,VDR-10279,DEV41877,manager947,False,1
Jyoti Rajagopal,Manager,EMP12250,Operations,Remote,Inactive,2022-12-14 04:01:00,,jyoti.rajagopal11,LPT-12250,DEV33998,manager802,False,1
Adya Deep,Director,EMP12242,IT,,Active,2020-09-05 00:00:00,,adya_deep36,WS-12242,DEV91248,manager506,False,1
Manya Kale,Consultant,EMP11606,People,Head Office,Active,2026-03-11 01:45:22,,manya.kale19,VDR-11606,,manager712,False,0
Omkaar Balan,Administrator,EMP10166,Marketing,Regional Office,Inactive,2022-11-01 17:16:31,2025-08-28 00:00:00,omkaar.balan50,,DEV88997,manager458,False,1
Reva Cherian,Manager,EMP11242,Sales,Warehouse,Inactive,2025-09-16 19:06:33,2026-08-29 11:20:00,reva.cherian68,WS-11242,,manager798,False,0
Zaid Goel,Specialist,EMP11756,Marketing,Remote,Active,2020-08-26 16:09:47,,zaid.goel6,WS-11756,DEV24375,manager597,False,1
Nirja Kar,Specialist,EMP10553,Operations,Work From Home,Active,2022-01-06 18:22:37,,nirja.kar42,WS-10553,DEV34530,manager727,True,2
Warda Rege,Engineer,EMP10834,Compliance,,Disabled,2024-04-16 00:00:00,2026-02-18 08:43:23,warda_rege61,LPT-10834,DEV95398,manager420,False,1
Kala Contractor,Director,EMP10657,Operations,,Disabled,2020-07-20 17:13:24,2021-09-11 00:00:00,,LPT-10657,DEV66010,manager980,False,1
Wishi Dixit,Officer,EMP10596,Human Resources,Regional Office,Disabled,2021-02-07 04:40:14,2021-05-15 00:00:00,wishi.dixit15,,DEV15737,,False,1
Siddharth Cheema,Executive,EMP12828,IT,Branch Office,Active,2023-02-08 12:44:43,,siddharth.cheema52,WS-12828,DEV18242,manager483,False,1
Panini Gokhale,Engineer,EMP10802,Finance,Remote,Active,,,panini.gokhale89,LPT-10802,,manager881,False,0
Yashodhara De,Officer,EMP12203,Procurement,Work From Home,Active,2026-05-22 00:00:00,,yashodhara.de11,LPT-12203,DEV73253,,False,1
Ishani Bhardwaj,Officer,EMP11811,Legal,Warehouse,Inactive,2023-12-20 17:43:28,,ishani.bhardwaj87,VDR-11811,DEV62939,unknown,False,1
Fariq Sanghvi,Specialist,EMP12802,Sales,Data Center,Disabled,2024-04-12 04:39:17,,fariq.sanghvi8,WS-12802,DEV44556,,False,1
Laksh Kari,Specialist,EMP10440,IT,Warehouse,Active,2025-07-14 00:00:00,,laksh.kari28,,,,False,0
Nandini Kade,Specialist,EMP10508,IT,Warehouse,Active,,,nandini.kade65,WS-10508,,manager656,False,0
Yamini Tata,Trainee,EMP10076,R&D,,Active,,,yamini.tata89,LPT-10076,DEV22196,manager413,False,1
Ekaja Dugar,Manager,EMP12986,IT,Remote,Active,2024-02-06 10:33:00,,ekaja.dugar99,VDR-12986,DEV90418,,False,1
Kamya Ram,Manager,EMP11948,Sales,Remote,Active,2020-05-06 00:00:00,,kamya.ram56,WS-11948,DEV20769,,False,1
Tejas Narula,Specialist,EMP10649,Customer Support,Branch Office,Active,2026-07-14 21:38:31,,tejas.narula94,WS-10649,,manager443,False,0
Widisha Seshadri,Director,EMP10522,Sales,Warehouse,Disabled,2021-07-19 00:00:00,2025-11-22 00:00:00,widisha.seshadri22,LPT-10522,,manager841,False,0
Gunbir Goda,Trainee,EMP11586,R&D,Warehouse,Inactive,2025-05-05 11:53:55,,gunbir.goda45,VDR-11586,DEV14885,,False,1
Yagnesh Bhardwaj,Consultant,EMP11117,Customer Support,Branch Office,On Leave,,,yagnesh.bhardwaj90,VDR-11117,,manager143,False,0
Gaurangi Natarajan,Officer,EMP12383,Legal,Work From Home,Active,2025-07-15 23:24:25,,gaurangi.natarajan89,LPT-12383,DEV14282,manager824,False,1
Kiaan Palan,Executive,EMP11593,Finance,Remote,Active,2022-08-22 18:36:53,,,LPT-11593,DEV24611,,False,1
Vamakshi Ravel,Analyst,EMP10654,Operations,,Active,2025-02-17 08:13:28,,vamakshi.ravel8,LPT-10654,DEV97424,manager189,False,1
Ijaya Sachar,Engineer,EMP11375,IT,Branch Office,Inactive,2021-11-15 04:00:00,2024-02-17 09:10:31,ijaya.sachar81,,DEV59310,manager596,False,1
Ayushman Dara,Manager,EMP11644,Human Resources,Data Center,Active,2026-02-16 00:00:00,,ayushman.dara8,VDR-11644,DEV80028,manager429,False,1
Chaaya Sodhi,Officer,EMP12131,Customer Support,Regional Office,Inactive,2024-04-27 23:26:36,2024-08-15 15:57:07,chaaya_sodhi94,VDR-12131,DEV47980,,False,1
Michael Dhillon,Specialist,EMP10976,IT,Regional Office,Disabled,2021-08-24 12:56:47,,michael.dhillon14,LPT-10976,DEV87710,manager621,False,1
Kashvi Shere,Manager,EMP11760,Customer Support,Data Center,Active,2024-09-27 09:55:29,,kashvi.shere48,WS-11760,DEV14395,,False,1
Banjeet Vyas,Director,EMP10630,Marketing,Work From Home,Inactive,2021-12-01 20:39:55,2025-04-05 00:00:00,,LPT-10630,DEV82737,manager189,False,1
Ranbir Tak,Trainee,EMP11340,Finance,,Active,2020-04-24 23:12:00,,ranbir.tak34,LPT-11340,DEV67659,unknown,False,1
Kavya Rout,Analyst,EMP11609,Operations,Warehouse,Active,2020-08-08 15:08:00,,,LPT-11609,DEV56969,manager642,False,1
Ekaraj Jaggi,Director,EMP12728,Legal,Head Office,Active,2022-02-09 10:37:00,,ekaraj.jaggi47,WS-12728,DEV14784,manager535,False,1
Zayyan Pal,Director,EMP10482,IT,Remote,Active,2024-12-19 09:09:23,,zayyan.pal49,VDR-10482,,,False,0
Jasmit Ramaswamy,Analyst,EMP10560,Operations,,Inactive,2025-02-24 11:01:00,2026-05-17 18:28:20,jasmit_ramaswamy33,LPT-10560,DEV56018,manager651,False,1
Vamakshi Divan,Executive,EMP11192,IT,Work From Home,Inactive,2020-09-27 19:41:37,2024-08-10 20:37:31,vamakshi.divan13,WS-11192,DEV81714,manager402,False,1
Jalsa Nagy,Director,EMP12642,Customer Support,,Active,2022-07-21 00:00:00,,jalsa.nagy51,WS-12642,DEV34371,unknown,False,1
Alka Jayaraman,Specialist,EMP12032,Legal,Remote,Active,2020-04-05 04:14:49,,alka.jayaraman50,VDR-12032,DEV69852,manager271,False,1
Urmi Gulati,Administrator,EMP10438,Marketing,,Active,2022-11-15 00:00:00,,urmi.gulati6,VDR-10438,,manager803,False,0
Manya Mohanty,Administrator,EMP12151,Finance,Head Office,Active,,,manya.mohanty64,VDR-12151,DEV22761,manager297,False,1
Xalak Handa,Engineer,EMP11947,IT,Data Center,Active,2026-03-03 04:57:35,,xalak.handa21,VDR-11947,DEV27106,,False,1
Samarth Brar,Officer,EMP12634,Finance,Work From Home,Inactive,2022-10-20 18:28:43,2023-05-16 21:51:14,samarth.brar15,LPT-12634,,manager481,False,0
Odika Shanker,Executive,EMP10856,Customer Support,Work From Home,Active,2022-09-19 08:07:00,,odika.shanker32,VDR-10856,DEV99883,manager994,False,1
Indali Toor,Manager,EMP10530,Operations,Branch Office,Active,2022-03-22 20:09:20,,indali.toor53,WS-10530,DEV95403,,False,1
Triveni Ranganathan,Executive,EMP11818,Sales,,Active,2022-12-25 03:17:00,,triveni.ranganathan7,LPT-11818,DEV48721,manager495,False,1
Luke Walia,Specialist,EMP10049,Finance,Warehouse,Active,2020-01-02 06:16:00,,luke.walia87,WS-10049,DEV63225,manager315,False,1
Aditya Bhakta,Engineer,EMP10858,Supply Chain,Head Office,Active,2025-04-30 20:43:20,,aditya.bhakta49,LPT-10858,DEV83207,manager191,False,1
Chanakya Taneja,Specialist,EMP10719,Legal,Work From Home,Active,,,chanakya.taneja17,LPT-10719,DEV24528,manager776,False,1
Charvi Mannan,Manager,EMP12256,Human Resources,Warehouse,Active,2020-10-18 09:52:00,,charvi.mannan37,WS-12256,DEV92163,,False,1
Jagat Mohanty,Consultant,EMP11366,Marketing,Data Center,Inactive,2020-05-10 06:51:00,,jagat.mohanty55,WS-11366,,,False,0
Jacob Karnik,Administrator,EMP12318,Marketing,Work From Home,Inactive,2024-03-27 00:00:00,2026-05-08 19:24:17,jacob.karnik59,VDR-12318,DEV95260,manager267,False,1
Azad Ahluwalia,Specialist,EMP12770,Finance,Regional Office,Active,2022-09-23 02:52:00,,azad.ahluwalia77,VDR-12770,DEV81848,unknown,False,1
Girish Jayaraman,Specialist,EMP11559,R&D,Warehouse,Inactive,2022-04-08 16:31:21,,girish.jayaraman91,VDR-11559,DEV85650,,False,1
Waida Dyal,Manager,EMP12194,R&D,,Active,2023-03-16 19:23:18,,waida.dyal18,WS-12194,DEV99263,manager929,False,1
Vyanjana Ahuja,Consultant,EMP11374,Human Resources,Head Office,Inactive,2024-06-07 14:42:25,2024-08-01 23:19:12,vyanjana.ahuja87,WS-11374,DEV23164,unknown,False,1
Rudra Madan,Engineer,EMP12593,Marketing,Remote,Active,2023-06-27 07:18:43,,rudra.madan20,VDR-12593,DEV65293,manager267,False,1
Arin Rattan,Trainee,EMP11321,Legal,Remote,Inactive,2020-03-22 00:00:00,2021-11-22 08:53:52,arin.rattan45,LPT-11321,DEV12810,manager980,False,1
Yasti Swamy,Consultant,EMP11068,IT,Head Office,Inactive,2026-04-05 02:11:46,2026-06-30 08:48:46,yasti.swamy25,VDR-11068,DEV57212,manager596,False,1
Kai Chatterjee,Consultant,EMP11711,Human Resources,Remote,Active,2026-05-21 19:29:09,,kai.chatterjee31,WS-11711,DEV20637,manager510,False,1
Ishani Mitra,Manager,EMP12606,Finance,Branch Office,Active,2026-05-18 09:33:07,,ishani.mitra6,WS-12606,,manager921,False,0
Chanchal Tiwari,Executive,EMP12711,Innovation,Data Center,Inactive,,2026-03-28 00:00:00,,WS-12711,DEV96309,,False,1
Yashodhara Sen,Specialist,EMP11577,Customer Support,,Inactive,2026-06-01 08:58:31,,yashodhara_sen16,LPT-11577,DEV19227,manager378,False,1
Simon Dara,Executive,EMP10297,Supply Chain,Remote,Inactive,,2023-03-21 22:10:00,simon.dara84,WS-10297,DEV89064,,False,1
Ekavir Kalita,Analyst,EMP11269,Finance,Warehouse,Active,2024-02-26 02:50:00,,ekavir.kalita10,WS-11269,DEV72105,,False,1
Chatresh Krish,Consultant,EMP12111,Sales,Head Office,Active,2024-07-06 19:25:21,,chatresh.krish60,LPT-12111,DEV47712,,False,1
Azaan Sampath,Manager,EMP10958,R&D,Remote,Active,2021-07-04 11:59:00,,azaan.sampath86,WS-10958,DEV88815,unknown,False,1
Anirudh Warrior,Analyst,EMP11263,Human Resources,Regional Office,Active,2020-06-14 02:14:20,,anirudh.warrior56,LPT-11263,DEV24559,unknown,False,1
Urvashi Rege,Manager,EMP11288,Compliance,Work From Home,Inactive,2022-01-23 20:58:17,2025-03-28 02:09:19,urvashi.rege4,LPT-11288,DEV90636,manager656,False,1
Vedant Kashyap,Engineer,EMP10349,Legal,Head Office,Inactive,2020-12-26 08:35:11,2026-03-01 22:25:16,vedant.kashyap40,LPT-10349,DEV21300,manager782,False,1
Aarini Rajan,Specialist,EMP11326,Operations,Regional Office,Active,2023-05-20 23:30:00,,aarini.rajan41,LPT-11326,DEV48327,manager225,False,1
Abeer Lad,Manager,EMP10643,Customer Support,Data Center,Inactive,2022-02-02 10:20:03,2025-06-15 13:14:33,abeer.lad5,WS-10643,DEV15559,unknown,False,1
Vyanjana Chawla,Administrator,EMP11330,Sales,Regional Office,Active,2026-03-02 05:15:48,,vyanjana.chawla67,VDR-11330,,unknown,False,0
Yadavi Taneja,Administrator,EMP12972,Sales,Regional Office,Active,2023-01-25 02:33:29,,yadavi.taneja61,VDR-12972,,manager583,False,0
Agastya Subramanian,Officer,EMP11322,IT,Data Center,Active,2025-11-30 15:48:17,,agastya.subramanian49,LPT-11322,DEV60741,manager818,False,1
Veer Batra,Director,EMP11106,Customer Support,Head Office,Active,2022-11-02 00:00:00,,veer.batra88,WS-11106,,,False,0
Vidhi Sabharwal,Specialist,EMP12213,R&D,Head Office,Active,2025-01-11 07:08:22,,vidhi.sabharwal85,WS-12213,DEV14015,manager471,False,1
Samesh Tak,Director,EMP11123,Finance,Remote,Active,2021-09-05 17:58:51,,samesh.tak93,LPT-11123,DEV23282,manager626,False,1
Umang Sharma,Executive,EMP12447,IT,Regional Office,Active,2023-05-25 10:31:09,,umang.sharma23,,DEV59397,manager882,False,1
Samar Tank,Analyst,EMP12410,Operations,Remote,Disabled,2020-02-02 01:50:33,,samar.tank75,WS-12410,DEV12727,manager486,False,1
Daniel Raj,Manager,EMP11637,People,Data Center,Active,2024-03-27 03:07:36,,daniel.raj34,LPT-11637,DEV21338,manager630,False,1
Gavin Samra,Director,EMP10786,Finance,Regional Office,Disabled,2025-01-31 17:19:05,2025-07-12 02:41:00,gavin.samra37,WS-10786,DEV28293,manager988,True,2
Abeer Bhatt,Administrator,EMP12776,IT,Regional Office,Active,2021-01-02 00:00:00,,abeer.bhatt30,VDR-12776,DEV19269,manager628,False,1
Finn Gupta,Consultant,EMP10140,Marketing,Branch Office,Active,2020-09-22 05:13:00,,finn.gupta86,VDR-10140,DEV72163,manager198,False,1
Tarak Som,Officer,EMP10788,Finance,Data Center,Active,2021-03-01 10:01:00,,tarak.som54,VDR-10788,,manager952,False,0
Nirja Munshi,Executive,EMP11949,Compliance,Remote,Inactive,2020-05-11 11:32:53,2022-04-23 04:55:14,nirja_munshi38,WS-11949,DEV48091,manager477,False,1
Rachit Balan,Manager,EMP12097,R&D,Branch Office,Active,2023-01-20 10:10:00,,rachit.balan30,WS-12097,DEV35002,manager652,False,1
Matthew Prabhu,Consultant,EMP10714,Customer Support,Work From Home,Inactive,2022-04-26 21:49:40,,matthew.prabhu13,WS-10714,DEV90017,,False,1
Oni Varkey,Director,EMP11869,Finance,Work From Home,Inactive,2026-03-03 11:25:29,2026-08-27 22:24:48,oni_varkey46,LPT-11869,DEV81474,manager912,False,1
Meghana Chana,Engineer,EMP11640,Customer Support,Work From Home,Active,2020-02-14 03:39:32,,meghana.chana6,LPT-11640,DEV51670,,False,1
Lekha Dhawan,Executive,EMP11918,Procurement,Head Office,Active,2026-06-08 15:23:37,,lekha.dhawan29,LPT-11918,,unknown,False,0
Owen Vala,Officer,EMP12987,IT,Branch Office,Active,2021-01-01 01:38:00,,owen_vala92,WS-12987,,manager225,False,0
Yuvraj Ganesan,Engineer,EMP10618,Sales,,Active,,,yuvraj.ganesan68,WS-10618,DEV66369,manager787,False,1
Vedhika Goda,Executive,EMP10406,Sales,Work From Home,Active,2026-03-09 00:43:00,,vedhika.goda56,VDR-10406,DEV43801,,False,1
Zehaan Comar,Manager,EMP11791,Human Resources,Branch Office,Active,2025-03-08 23:36:29,,zehaan.comar63,WS-11791,,manager277,False,0
Tanveer Dugar,Administrator,EMP11226,Legal,Regional Office,Active,2021-03-22 00:00:00,,tanveer.dugar93,LPT-11226,DEV46040,manager753,False,1
Tanay Halder,Specialist,EMP11146,Legal,,Active,2024-11-11 00:00:00,,tanay.halder50,LPT-11146,,manager813,False,0
Indrajit Chander,Manager,EMP12275,Procurement,Data Center,Active,2021-10-18 21:48:39,,indrajit.chander47,,DEV24688,manager440,False,1
Chavvi Prashad,Analyst,EMP12462,IT,Branch Office,Active,2023-04-27 20:38:37,,chavvi.prashad2,,,,False,0
Viraj Saha,Trainee,EMP10497,IT,Branch Office,Active,2023-04-29 18:31:00,,viraj.saha85,VDR-10497,DEV38818,unknown,False,1
Harita Bhasin,Specialist,EMP10342,Supply Chain,Remote,Disabled,2025-08-07 14:15:44,,harita.bhasin77,VDR-10342,DEV13515,manager721,False,1
Noah Tailor,Director,EMP11957,Finance,Regional Office,Active,2023-06-17 09:47:33,,noah.tailor28,,DEV39585,unknown,False,1
Geetika Biswas,Engineer,EMP12338,Operations,Remote,Inactive,2022-01-22 14:57:34,2026-02-18 04:00:50,geetika.biswas80,VDR-12338,DEV16463,,False,1
Benjamin Sahota,Engineer,EMP10782,Marketing,Head Office,Disabled,2025-10-04 13:30:19,2025-11-07 11:55:02,benjamin.sahota99,LPT-10782,DEV80570,unknown,False,1
Oscar Kari,Executive,EMP11557,Sales,Branch Office,Disabled,2021-03-19 00:41:37,2021-11-29 00:00:00,oscar.kari74,VDR-11557,DEV27014,manager834,False,1
Yashvi More,Consultant,EMP10303,Sales,Branch Office,Active,,,yashvi.more14,VDR-10303,DEV90304,,False,1
Anirudh Shukla,Administrator,EMP11765,Customer Support,Warehouse,Active,2021-03-01 20:04:05,,anirudh.shukla15,VDR-11765,DEV11160,manager349,False,1
Yauvani Bajwa,Analyst,EMP10664,Operations,,Active,2026-02-28 14:55:42,,yauvani.bajwa71,VDR-10664,DEV53684,manager129,False,1
Pratyush Thaman,Specialist,EMP12243,Sales,Branch Office,Active,2024-08-07 08:06:49,,pratyush.thaman21,,DEV11275,,False,1
Pavani Choudhary,Consultant,EMP11551,Finance,Head Office,Active,2022-08-08 21:50:00,,pavani.choudhary20,LPT-11551,DEV13929,manager482,False,1
Chatura Rajagopalan,Administrator,EMP11797,Legal,Branch Office,Inactive,2023-03-24 21:23:00,2025-03-23 13:34:12,chatura.rajagopalan46,VDR-11797,DEV48099,,False,1
Devansh Sen,Officer,EMP12858,Procurement,Data Center,Active,2022-09-05 15:39:34,,devansh.sen33,LPT-12858,DEV87237,,False,1
Pavani Mitter,Specialist,EMP10084,Finance,,Active,,,pavani.mitter20,LPT-10084,,manager710,False,0
Omkaar Mital,Officer,EMP12281,Marketing,Branch Office,Active,2021-04-28 01:57:00,,omkaar.mital79,VDR-12281,DEV39968,manager190,True,2
Tanveer Murty,Executive,EMP10941,Customer Support,Head Office,Active,2026-01-01 06:40:09,,tanveer.murty16,WS-10941,DEV36975,,False,1
Samar Deep,Administrator,EMP10961,IT,Data Center,Active,,,samar.deep47,VDR-10961,DEV89433,,False,1
Luke Mohan,Engineer,EMP10841,IT,,Active,2022-05-13 00:10:50,,luke.mohan55,WS-10841,DEV27882,manager280,False,1
Upkaar Chaudhary,Trainee,EMP11562,Procurement,Data Center,Active,2024-11-28 00:00:00,,upkaar.chaudhary2,WS-11562,DEV34608,manager319,False,1
Faraj Shanker,Analyst,EMP12847,Human Resources,,Disabled,2022-02-02 20:16:00,2023-05-29 00:00:00,faraj.shanker29,VDR-12847,DEV61556,manager876,False,1
Kala Arora,Director,EMP12529,Human Resources,,Active,2021-10-09 01:19:59,,kala.arora16,WS-12529,DEV14602,manager878,False,1
Umang Chaudry,Analyst,EMP11352,Customer Support,Warehouse,Active,2023-10-02 00:00:00,,umang.chaudry16,WS-11352,DEV96402,manager299,False,1
Lakshit Sule,Manager,EMP10290,Operations,Head Office,Active,2026-06-23 10:06:33,,lakshit.sule41,LPT-10290,,manager235,False,0
Wridesh Wable,Trainee,EMP11907,Legal,Warehouse,Active,,,wridesh.wable13,LPT-11907,DEV42097,manager877,False,1
Yuvraj Mistry,Consultant,EMP11190,Customer Support,Data Center,Active,2025-04-21 01:20:59,,yuvraj.mistry78,LPT-11190,,,False,0
Brinda Wali,Consultant,EMP10604,Customer Support,Work From Home,Active,2023-08-30 18:58:24,,,WS-10604,DEV64046,,False,1
Azad Bal,Trainee,EMP12471,Marketing,,Active,2024-02-01 00:00:00,,azad_bal82,LPT-12471,DEV43897,,False,1
Chavvi Thaman,Consultant,EMP10916,Human Resources,Remote,Active,2023-05-06 20:03:28,,chavvi.thaman9,WS-10916,DEV31538,unknown,False,1
Lakshit Dutt,Consultant,EMP11569,Finance,Branch Office,Active,2025-05-24 17:46:37,,lakshit_dutt68,LPT-11569,DEV99180,,False,1
Faris Chowdhury,Specialist,EMP11740,Finance,Branch Office,Active,2023-07-25 17:07:00,,faris.chowdhury96,LPT-11740,,,False,0
Aashi Kapadia,Administrator,EMP11099,Sales,Head Office,Active,2023-10-14 07:39:40,,aashi.kapadia1,VDR-11099,DEV48456,manager602,False,1
Mohini Kalla,Director,EMP11088,Legal,,Active,2024-01-12 06:44:14,,mohini_kalla19,LPT-11088,,manager153,False,0
Rachita Narayan,Director,EMP12378,Customer Support,Work From Home,Active,2020-08-01 16:55:53,,rachita.narayan1,LPT-12378,DEV85191,manager469,False,1
Yutika Sheth,Trainee,EMP11377,Human Resources,Warehouse,Active,,,yutika.sheth56,VDR-11377,,manager369,False,0
Libni Aurora,Analyst,EMP10821,Customer Support,,Inactive,2021-01-05 03:16:58,2023-09-09 00:00:00,libni.aurora70,LPT-10821,DEV66414,,False,1
Zayan Gole,Analyst,EMP12543,Finance,Head Office,Active,2022-01-04 14:40:09,,zayan.gole8,VDR-12543,DEV53938,manager921,False,1
Chanakya Bali,Engineer,EMP11000,Operations,,Active,2026-07-15 14:14:04,,chanakya.bali26,WS-11000,DEV42771,manager381,False,1
Niharika Murty,Consultant,EMP11427,Operations,Regional Office,Active,2023-02-11 22:04:09,,niharika.murty3,LPT-11427,DEV86919,manager780,False,1
Orinder Bera,Executive,EMP10018,Customer Support,Branch Office,Inactive,,2026-07-25 15:40:44,orinder.bera98,VDR-10018,DEV72296,manager316,False,1
Nandini Kothari,Consultant,EMP12575,Marketing,Warehouse,Inactive,2022-08-18 04:08:03,,nandini.kothari89,LPT-12575,DEV85147,manager118,False,1
